family,params,tp_pct,sl_pct,max_hold_bars,n_stocks,n_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe,max_dd_pct,total_return_pct,trades_per_stock_year,aws,passes_gates
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.0}",0.4,0.3,12,50,1037,0.4156,0.3955,-0.2949,0.954,-0.53,16.829,-8.23,11.7,0.0,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.0}",0.6,0.4,18,50,1037,0.4156,0.58,-0.3893,1.06,0.638,13.686,14.05,11.7,0.6505,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.0}",0.8,0.4,24,50,1037,0.3597,0.7571,-0.3866,1.1,1.019,16.054,25.69,11.7,0.9334,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.0}",1.0,0.5,36,50,1037,0.3568,0.9073,-0.4808,1.047,0.49,22.036,15.0,11.7,0.4235,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.0}",0.5,0.5,30,50,1037,0.5092,0.4928,-0.484,1.056,0.609,13.543,13.87,11.7,0.7588,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.0}",1.0,0.7,48,50,1037,0.4253,0.9225,-0.6674,1.023,0.244,33.752,9.02,11.7,0.2459,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.0}",5.0,1.0,60,50,1037,0.3877,1.4203,-0.8977,1.002,0.014,58.805,0.89,11.7,0.0128,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.0}",3.0,0.8,60,50,1037,0.3481,1.4375,-0.7445,1.031,0.275,40.993,15.64,11.7,0.2288,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.5}",0.4,0.3,12,50,507,0.4142,0.3949,-0.2939,0.95,-0.52,10.784,-4.35,5.7,0.0,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.5}",0.6,0.4,18,50,507,0.4181,0.588,-0.3888,1.087,0.803,9.854,9.96,5.7,0.7581,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.5}",0.8,0.4,24,50,507,0.3629,0.7603,-0.3858,1.122,1.071,13.221,15.26,5.7,0.9063,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.5}",1.0,0.5,36,50,507,0.3511,0.9136,-0.4803,1.029,0.277,19.896,4.6,5.7,0.2077,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.5}",0.5,0.5,30,50,507,0.5089,0.4932,-0.485,1.054,0.506,11.175,6.48,5.7,0.5634,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.5}",1.0,0.7,48,50,507,0.4201,0.9133,-0.6694,0.988,-0.111,20.304,-2.28,5.7,0.0,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.5}",5.0,1.0,60,50,507,0.3807,1.4712,-0.8988,1.006,0.049,43.62,1.73,5.7,0.0387,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 1.5}",3.0,0.8,60,50,507,0.3432,1.5007,-0.7421,1.057,0.435,33.677,13.99,5.7,0.3279,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 2.0}",0.4,0.3,12,44,162,0.4012,0.3949,-0.2859,0.926,-0.649,6.6,-2.06,2.1,0.0,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 2.0}",0.6,0.4,18,44,162,0.4383,0.586,-0.3824,1.196,1.442,4.2,6.81,2.1,1.2832,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 2.0}",0.8,0.4,24,44,162,0.3951,0.7549,-0.3796,1.299,2.031,4.0,11.11,2.1,1.7689,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 2.0}",1.0,0.5,36,44,162,0.358,0.9037,-0.4691,1.074,0.587,7.172,3.63,2.1,0.3831,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 2.0}",0.5,0.5,30,44,162,0.5,0.4969,-0.4647,1.069,0.542,6.133,2.6,2.1,0.492,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 2.0}",1.0,0.7,48,44,162,0.4259,0.9089,-0.6475,1.042,0.335,5.917,2.5,2.1,0.2521,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 2.0}",5.0,1.0,60,44,162,0.3395,1.5736,-0.8708,0.929,-0.464,20.129,-6.63,2.1,0.0,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 65, 'extension_atr': 2.0}",3.0,0.8,60,44,162,0.3148,1.6682,-0.7126,1.076,0.501,11.767,5.97,2.1,0.288,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 70, 'extension_atr': 1.0}",0.4,0.3,12,50,786,0.4084,0.395,-0.295,0.924,-0.849,16.819,-10.39,8.9,0.0,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 70, 'extension_atr': 1.0}",0.6,0.4,18,50,786,0.4059,0.5837,-0.3892,1.025,0.252,11.658,4.46,8.9,0.2325,0
first_hour_fade,"{'fh_bars': 6, 'min_fh_range_pct': 0.8, 'direction': 'short', 'rsi_extreme': 70, 'extension_atr': 1.0}",0.8,0.4,24,50,786,0.3435,0.7593,-0.3868,1.027,0.272,17.39,5.39,8.9,0.2131,0
